booking_id,customer_id,customer_segment,check_in_date,check_out_date,room_type,rooms_booked,room_rate_jpy
79,1094,Corporate,2025-01-02,2025-01-07,Standard,1,13490.0
80,1015,Event Group,2025-01-02,2025-01-04,Suite,1,33932.0
81,1119,Corporate,2025-01-02,2025-01-04,Standard,1,12635.0
82,1095,Event Group,2025-01-02,2025-01-05,Suite,1,32055.0
83,1041,Corporate,2025-01-02,2025-01-04,Deluxe,1,17724.0
84,1065,Travel Agency,2025-01-02,2025-01-03,Deluxe,1,17269.0
85,1054,Leisure,2025-01-02,2025-01-04,Standard,1,12501.0
86,1023,Travel Agency,2025-01-02,2025-01-04,Deluxe,1,19137.0
87,1056,Leisure,2025-01-02,2025-01-03,Deluxe,1,19611.0
88,1057,Leisure,2025-01-02,2025-01-04,Suite,1,32205.0
89,1022,Travel Agency,2025-01-03,2025-01-07,Standard,1,12899.0
90,1122,Leisure,2025-01-03,2025-01-04,Deluxe,1,17923.0
91,1026,Corporate,2025-01-03,2025-01-06,Deluxe,1,17956.0
92,1059,Event Group,2025-01-03,2025-01-04,Standard,1,11325.0
93,1090,Corporate,2025-01-03,2025-01-05,Standard,1,11536.0
94,1111,Corporate,2025-01-03,2025-01-05,Standard,1,11833.0
95,1023,Leisure,2025-01-03,2025-01-04,Suite,1,27170.0
96,1016,Leisure,2025-01-03,2025-01-06,Suite,1,26816.0
97,1072,Leisure,2025-01-03,2025-01-06,Standard,1,11852.0
98,1065,Travel Agency,2025-01-03,2025-01-08,Deluxe,1,16617.0
99,1021,Leisure,2025-01-03,2025-01-07,Standard,1,11601.0
100,1099,Corporate,2025-01-03,2025-01-05,Deluxe,1,18436.0
101,1057,Corporate,2025-01-03,2025-01-05,Suite,1,35870.0
102,1018,Corporate,2025-01-03,2025-01-04,Standard,1,12115.0
103,1028,Corporate,2025-01-03,2025-01-05,Standard,1,13792.0
104,1054,Leisure,2025-01-03,2025-01-05,Standard,1,12055.0
105,1003,Event Group,2025-01-03,2025-01-06,Standard,1,12998.0
106,1097,Leisure,2025-01-03,2025-01-06,Family,1,27183.0
107,1069,Travel Agency,2025-01-03,2025-01-07,Standard,1,12685.0
108,1056,Leisure,2025-01-03,2025-01-05,Deluxe,1,18591.0
109,1103,Leisure,2025-01-03,2025-01-05,Deluxe,1,19418.0
110,1004,Leisure,2025-01-03,2025-01-04,Standard,1,13632.0
111,1011,Leisure,2025-01-03,2025-01-05,Family,1,27330.0
112,1028,Leisure,2025-01-03,2025-01-04,Deluxe,1,19766.0
113,1036,Travel Agency,2025-01-03,2025-01-04,Standard,1,12957.0
114,1070,Corporate,2025-01-03,2025-01-06,Deluxe,1,18654.0
115,1009,Corporate,2025-01-03,2025-01-08,Standard,1,12749.0
116,1003,Travel Agency,2025-01-03,2025-01-06,Suite,1,33832.0
117,1015,Leisure,2025-01-03,2025-01-04,Deluxe,1,18094.0
118,1078,Leisure,2025-01-03,2025-01-04,Deluxe,1,18495.0
119,1021,Travel Agency,2025-01-03,2025-01-06,Family,1,24080.0
120,1123,Corporate,2025-01-03,2025-01-04,Family,1,24145.0
121,1076,Corporate,2025-01-03,2025-01-07,Standard,1,14058.0
122,1077,Corporate,2025-01-03,2025-01-05,Deluxe,1,18804.0
123,1006,Leisure,2025-01-03,2025-01-06,Suite,1,27230.0
124,1109,Leisure,2025-01-03,2025-01-05,Standard,1,11726.0
125,1047,Leisure,2025-01-03,2025-01-05,Standard,1,12615.0
126,1124,Leisure,2025-01-03,2025-01-06,Deluxe,1,16199.0
127,1100,Travel Agency,2025-01-03,2025-01-05,Deluxe,1,19344.0
128,1107,Leisure,2025-01-03,2025-01-05,Deluxe,1,18068.0
129,1086,Leisure,2025-01-04,2025-01-05,Family,1,25308.0
130,1024,Travel Agency,2025-01-04,2025-01-05,Standard,1,11335.0
131,1113,Corporate,2025-01-04,2025-01-06,Deluxe,1,18033.0
132,1011,Event Group,2025-01-04,2025-01-05,Standard,1,13989.0
133,1092,Leisure,2025-01-04,2025-01-06,Standard,1,12720.0
134,1029,Corporate,2025-01-04,2025-01-07,Deluxe,1,20071.0
135,1045,Leisure,2025-01-04,2025-01-05,Standard,1,11776.0
136,1090,Leisure,2025-01-04,2025-01-07,Standard,1,13592.0
137,1096,Corporate,2025-01-04,2025-01-05,Standard,1,12492.0
138,1028,Corporate,2025-01-04,2025-01-07,Deluxe,1,17139.0
139,1013,Leisure,2025-01-04,2025-01-05,Deluxe,1,18527.0
140,1039,Leisure,2025-01-04,2025-01-05,Suite,1,28735.0
141,1090,Corporate,2025-01-04,2025-01-06,Standard,1,13918.0
142,1014,Travel Agency,2025-01-04,2025-01-06,Family,1,24887.0
143,1007,Leisure,2025-01-04,2025-01-06,Family,1,24097.0
144,1009,Corporate,2025-01-04,2025-01-08,Standard,1,12886.0
145,1073,Leisure,2025-01-04,2025-01-05,Standard,1,13193.0
146,1072,Corporate,2025-01-04,2025-01-05,Family,1,25680.0
147,1058,Travel Agency,2025-01-04,2025-01-06,Deluxe,1,18672.0
148,1055,Leisure,2025-01-04,2025-01-05,Family,1,27733.0
149,1027,Leisure,2025-01-04,2025-01-06,Standard,1,12497.0
150,1031,Corporate,2025-01-04,2025-01-05,Deluxe,1,14832.0
151,1038,Corporate,2025-01-04,2025-01-05,Standard,1,11357.0
152,1111,Corporate,2025-01-04,2025-01-05,Standard,1,13066.0
153,1085,Event Group,2025-01-04,2025-01-07,Standard,1,12984.0
154,1029,Corporate,2025-01-04,2025-01-05,Suite,1,28693.0
155,1040,Travel Agency,2025-01-04,2025-01-08,Deluxe,1,19199.0
156,1057,Event Group,2025-01-04,2025-01-07,Deluxe,1,18785.0
157,1064,Leisure,2025-01-04,2025-01-07,Standard,1,13766.0
158,1095,Travel Agency,2025-01-04,2025-01-06,Standard,1,12230.0
159,1074,Corporate,2025-01-04,2025-01-05,Standard,1,14519.0
160,1106,Travel Agency,2025-01-04,2025-01-05,Deluxe,1,17737.0
161,1118,Travel Agency,2025-01-04,2025-01-05,Standard,1,11206.0
162,1105,Leisure,2025-01-04,2025-01-09,Standard,1,12921.0
163,1110,Leisure,2025-01-04,2025-01-05,Deluxe,1,17304.0
164,1085,Leisure,2025-01-04,2025-01-06,Standard,1,13955.0
165,1042,Leisure,2025-01-04,2025-01-07,Family,1,23611.0
166,1106,Travel Agency,2025-01-04,2025-01-07,Standard,1,12896.0
167,1047,Leisure,2025-01-04,2025-01-07,Family,1,24184.0
168,1007,Leisure,2025-01-04,2025-01-06,Deluxe,1,18892.0
169,1016,Event Group,2025-01-04,2025-01-06,Standard,1,11200.0
170,1091,Travel Agency,2025-01-04,2025-01-06,Standard,1,13244.0
171,1117,Leisure,2025-01-04,2025-01-06,Standard,1,15280.0
172,1020,Leisure,2025-01-04,2025-01-08,Standard,1,14394.0
173,1061,Leisure,2025-01-04,2025-01-07,Deluxe,1,17990.0
174,1118,Leisure,2025-01-04,2025-01-06,Standard,1,14549.0
175,1110,Corporate,2025-01-04,2025-01-07,Deluxe,1,20694.0
176,1106,Leisure,2025-01-04,2025-01-08,Standard,1,13390.0
177,1111,Travel Agency,2025-01-04,2025-01-07,Standard,1,11347.0
178,1071,Leisure,2025-01-04,2025-01-06,Standard,1,11935.0
179,1031,Event Group,2025-01-04,2025-01-06,Deluxe,1,21225.0
180,1006,Travel Agency,2025-01-04,2025-01-05,Deluxe,1,15376.0
181,1102,Travel Agency,2025-01-04,2025-01-06,Standard,1,10431.0
182,1005,Leisure,2025-01-04,2025-01-09,Suite,1,37422.0
183,1013,Leisure,2025-01-04,2025-01-09,Standard,1,14228.0
184,1020,Leisure,2025-01-05,2025-01-07,Deluxe,1,16587.0
185,1080,Corporate,2025-01-05,2025-01-08,Standard,1,13441.0
186,1049,Travel Agency,2025-01-05,2025-01-07,Deluxe,1,20148.0
187,1063,Travel Agency,2025-01-05,2025-01-07,Family,1,22092.0
188,1030,Corporate,2025-01-05,2025-01-06,Family,1,22203.0
189,1082,Corporate,2025-01-05,2025-01-07,Deluxe,1,15966.0
190,1042,Corporate,2025-01-05,2025-01-06,Deluxe,1,18291.0
191,1019,Leisure,2025-01-05,2025-01-06,Suite,1,32794.0
192,1079,Leisure,2025-01-05,2025-01-07,Standard,1,12917.0
193,1117,Corporate,2025-01-05,2025-01-07,Family,1,26436.0
194,1116,Leisure,2025-01-05,2025-01-06,Deluxe,1,16288.0
195,1021,Leisure,2025-01-05,2025-01-09,Suite,1,33160.0
196,1089,Event Group,2025-01-05,2025-01-09,Standard,1,11863.0
197,1050,Corporate,2025-01-05,2025-01-08,Standard,1,15116.0
198,1090,Leisure,2025-01-05,2025-01-06,Family,1,24228.0
199,1036,Leisure,2025-01-05,2025-01-10,Standard,1,13307.0
200,1096,Travel Agency,2025-01-05,2025-01-09,Standard,1,14843.0
201,1103,Corporate,2025-01-05,2025-01-09,Deluxe,1,17866.0
202,1097,Corporate,2025-01-05,2025-01-08,Standard,1,12932.0
203,1081,Travel Agency,2025-01-05,2025-01-08,Deluxe,1,19440.0
204,1047,Corporate,2025-01-05,2025-01-07,Standard,1,12713.0
205,1096,Corporate,2025-01-05,2025-01-06,Deluxe,1,18028.0
206,1065,Travel Agency,2025-01-05,2025-01-06,Standard,1,13339.0
207,1106,Corporate,2025-01-05,2025-01-08,Family,1,23947.0
208,1060,Corporate,2025-01-05,2025-01-10,Family,1,27809.0
209,1111,Event Group,2025-01-05,2025-01-06,Family,1,22642.0
210,1012,Leisure,2025-01-05,2025-01-08,Deluxe,1,19464.0
211,1059,Leisure,2025-01-05,2025-01-06,Suite,1,29489.0
212,1048,Corporate,2025-01-05,2025-01-08,Standard,1,11591.0
213,1114,Corporate,2025-01-05,2025-01-06,Standard,1,13632.0
214,1060,Leisure,2025-01-05,2025-01-06,Family,1,23576.0
215,1018,Leisure,2025-01-05,2025-01-06,Family,1,22999.0
216,1069,Event Group,2025-01-05,2025-01-06,Standard,1,13202.0
217,1096,Leisure,2025-01-05,2025-01-07,Standard,1,13144.0
218,1084,Leisure,2025-01-05,2025-01-07,Deluxe,1,17951.0
219,1122,Leisure,2025-01-05,2025-01-07,Standard,1,10566.0
220,1047,Corporate,2025-01-05,2025-01-08,Standard,1,11952.0
221,1083,Leisure,2025-01-05,2025-01-08,Standard,1,12903.0
222,1059,Corporate,2025-01-05,2025-01-07,Standard,1,14064.0
223,1125,Leisure,2025-01-05,2025-01-06,Standard,1,14014.0
224,1009,Corporate,2025-01-05,2025-01-08,Standard,1,13567.0
225,1105,Leisure,2025-01-05,2025-01-07,Suite,1,34562.0
226,1110,Corporate,2025-01-05,2025-01-06,Family,1,25424.0
227,1103,Leisure,2025-01-05,2025-01-10,Family,1,25211.0
228,1031,Corporate,2025-01-05,2025-01-08,Standard,1,14430.0
229,1017,Corporate,2025-01-05,2025-01-06,Deluxe,1,18642.0
230,1066,Travel Agency,2025-01-05,2025-01-07,Deluxe,1,15874.0
231,1079,Corporate,2025-01-05,2025-01-07,Deluxe,1,18780.0
232,1124,Travel Agency,2025-01-05,2025-01-08,Standard,1,11540.0
233,1055,Travel Agency,2025-01-05,2025-01-10,Standard,1,12499.0
234,1078,Corporate,2025-01-06,2025-01-07,Family,1,23137.0
235,1049,Leisure,2025-01-06,2025-01-07,Standard,1,11277.0
236,1078,Leisure,2025-01-06,2025-01-08,Family,1,23668.0
237,1071,Corporate,2025-01-06,2025-01-09,Standard,1,11481.0
238,1030,Leisure,2025-01-06,2025-01-07,Deluxe,1,15907.0
239,1041,Leisure,2025-01-06,2025-01-09,Standard,1,12538.0
240,1119,Corporate,2025-01-06,2025-01-08,Deluxe,1,17136.0
241,1048,Corporate,2025-01-06,2025-01-07,Standard,1,11129.0
242,1072,Leisure,2025-01-06,2025-01-08,Suite,1,33967.0
243,1055,Leisure,2025-01-06,2025-01-09,Deluxe,1,20856.0
244,1077,Event Group,2025-01-06,2025-01-09,Family,1,21864.0
245,1109,Leisure,2025-01-06,2025-01-07,Standard,1,13304.0
246,1098,Leisure,2025-01-06,2025-01-09,Standard,1,13609.0
247,1080,Leisure,2025-01-06,2025-01-07,Standard,1,11047.0
248,1119,Corporate,2025-01-06,2025-01-08,Deluxe,1,17460.0
249,1118,Corporate,2025-01-06,2025-01-09,Deluxe,1,18036.0
250,1073,Travel Agency,2025-01-06,2025-01-07,Standard,1,14347.0
251,1068,Travel Agency,2025-01-06,2025-01-07,Deluxe,1,19036.0
252,1048,Leisure,2025-01-06,2025-01-08,Standard,1,12572.0
253,1020,Event Group,2025-01-06,2025-01-07,Standard,1,10924.0
254,1035,Leisure,2025-01-06,2025-01-08,Standard,1,11458.0
255,1066,Leisure,2025-01-06,2025-01-08,Standard,1,12045.0
256,1087,Corporate,2025-01-06,2025-01-08,Standard,1,13012.0
257,1008,Corporate,2025-01-06,2025-01-08,Deluxe,1,19182.0
258,1018,Corporate,2025-01-06,2025-01-07,Standard,1,15520.0
259,1017,Corporate,2025-01-06,2025-01-07,Deluxe,1,16838.0
260,1107,Leisure,2025-01-06,2025-01-09,Standard,1,12668.0
261,1059,Leisure,2025-01-06,2025-01-08,Deluxe,1,18321.0
262,1074,Leisure,2025-01-06,2025-01-10,Family,1,23136.0
263,1022,Corporate,2025-01-06,2025-01-08,Standard,1,10471.0
264,1118,Travel Agency,2025-01-06,2025-01-08,Suite,1,35968.0
265,1011,Corporate,2025-01-06,2025-01-08,Standard,1,11709.0
266,1043,Leisure,2025-01-06,2025-01-07,Standard,1,13053.0
267,1100,Leisure,2025-01-06,2025-01-07,Suite,1,30540.0
268,1105,Travel Agency,2025-01-06,2025-01-09,Standard,1,12523.0
269,1098,Corporate,2025-01-06,2025-01-07,Standard,1,12920.0
270,1064,Travel Agency,2025-01-06,2025-01-07,Deluxe,1,19152.0
271,1083,Leisure,2025-01-06,2025-01-08,Standard,1,11773.0
272,1081,Travel Agency,2025-01-06,2025-01-08,Deluxe,1,15637.0
273,1076,Leisure,2025-01-06,2025-01-08,Standard,1,11426.0
274,1058,Corporate,2025-01-06,2025-01-08,Standard,1,11323.0
275,1012,Event Group,2025-01-07,2025-01-09,Standard,1,12877.0
276,1115,Leisure,2025-01-07,2025-01-09,Deluxe,1,15943.0
277,1025,Leisure,2025-01-07,2025-01-11,Standard,1,12050.0
278,1116,Corporate,2025-01-07,2025-01-09,Standard,1,13088.0
279,1083,Corporate,2025-01-07,2025-01-12,Suite,1,32656.0
280,1021,Leisure,2025-01-07,2025-01-08,Standard,1,11507.0
281,1100,Leisure,2025-01-07,2025-01-11,Standard,1,13107.0
282,1013,Travel Agency,2025-01-07,2025-01-09,Standard,1,12425.0
283,1110,Corporate,2025-01-07,2025-01-09,Deluxe,1,17966.0
284,1019,Travel Agency,2025-01-07,2025-01-11,Deluxe,1,17427.0
285,1085,Leisure,2025-01-07,2025-01-08,Family,1,27617.0
286,1102,Event Group,2025-01-07,2025-01-09,Standard,1,12290.0
287,1122,Leisure,2025-01-07,2025-01-08,Standard,1,13566.0
288,1047,Leisure,2025-01-07,2025-01-10,Deluxe,1,17461.0
289,1044,Event Group,2025-01-07,2025-01-08,Standard,1,11807.0
290,1109,Corporate,2025-01-07,2025-01-09,Family,1,25827.0
291,1095,Leisure,2025-01-07,2025-01-09,Suite,1,32985.0
292,1049,Leisure,2025-01-07,2025-01-08,Family,1,25410.0
293,1080,Leisure,2025-01-07,2025-01-08,Standard,1,12116.0
294,1031,Leisure,2025-01-07,2025-01-08,Suite,1,28922.0
295,1101,Travel Agency,2025-01-07,2025-01-09,Family,1,26915.0
296,1107,Corporate,2025-01-07,2025-01-09,Standard,1,13060.0
297,1057,Leisure,2025-01-07,2025-01-10,Standard,1,11588.0
298,1105,Leisure,2025-01-07,2025-01-08,Standard,1,10054.0
299,1007,Travel Agency,2025-01-07,2025-01-09,Standard,1,12198.0
300,1109,Leisure,2025-01-07,2025-01-11,Deluxe,1,20676.0
301,1058,Corporate,2025-01-07,2025-01-08,Standard,1,13826.0
302,1058,Leisure,2025-01-07,2025-01-08,Family,1,26654.0
303,1051,Leisure,2025-01-07,2025-01-11,Family,1,24826.0
304,1120,Event Group,2025-01-07,2025-01-08,Deluxe,1,18151.0
305,1019,Leisure,2025-01-07,2025-01-10,Standard,1,12821.0
306,1091,Travel Agency,2025-01-07,2025-01-08,Standard,1,12466.0
307,1003,Travel Agency,2025-01-07,2025-01-09,Standard,1,12128.0
308,1015,Leisure,2025-01-07,2025-01-10,Standard,1,12473.0
309,1031,Corporate,2025-01-07,2025-01-08,Suite,1,29077.0
310,1077,Leisure,2025-01-07,2025-01-10,Standard,1,14335.0
311,1092,Leisure,2025-01-07,2025-01-09,Deluxe,1,20450.0
312,1086,Leisure,2025-01-07,2025-01-09,Standard,1,12712.0
313,1123,Leisure,2025-01-07,2025-01-09,Deluxe,1,19925.0
314,1061,Event Group,2025-01-07,2025-01-09,Deluxe,1,17019.0
315,1096,Leisure,2025-01-07,2025-01-09,Standard,1,12314.0
316,1099,Leisure,2025-01-07,2025-01-10,Standard,1,12498.0
317,1046,Corporate,2025-01-07,2025-01-10,Deluxe,1,16341.0
318,1090,Corporate,2025-01-07,2025-01-10,Deluxe,1,18700.0
319,1092,Corporate,2025-01-07,2025-01-08,Standard,1,11538.0
320,1006,Corporate,2025-01-07,2025-01-09,Suite,1,33854.0
321,1105,Leisure,2025-01-07,2025-01-08,Standard,1,12833.0
322,1100,Travel Agency,2025-01-07,2025-01-08,Deluxe,1,18900.0
323,1103,Corporate,2025-01-07,2025-01-10,Standard,1,13537.0
324,1125,Leisure,2025-01-08,2025-01-12,Deluxe,1,20678.0
325,1011,Leisure,2025-01-08,2025-01-11,Standard,1,12883.0
326,1106,Leisure,2025-01-08,2025-01-09,Deluxe,1,17291.0
327,1058,Corporate,2025-01-08,2025-01-09,Standard,1,12252.0
328,1045,Leisure,2025-01-08,2025-01-10,Deluxe,1,19488.0
329,1082,Travel Agency,2025-01-08,2025-01-11,Standard,1,11838.0
330,1082,Corporate,2025-01-08,2025-01-12,Family,1,23871.0
331,1109,Travel Agency,2025-01-08,2025-01-10,Standard,1,12786.0
332,1009,Corporate,2025-01-08,2025-01-11,Deluxe,1,18713.0
333,1020,Leisure,2025-01-08,2025-01-10,Standard,1,12897.0
334,1098,Leisure,2025-01-08,2025-01-12,Deluxe,1,18282.0
335,1123,Leisure,2025-01-08,2025-01-09,Standard,1,12328.0
336,1050,Leisure,2025-01-08,2025-01-11,Standard,1,13402.0
337,1079,Travel Agency,2025-01-08,2025-01-09,Family,1,24899.0
338,1016,Leisure,2025-01-08,2025-01-12,Standard,1,11976.0
339,1104,Corporate,2025-01-08,2025-01-09,Standard,1,11857.0
340,1045,Corporate,2025-01-08,2025-01-11,Deluxe,1,13477.0
341,1091,Corporate,2025-01-08,2025-01-10,Deluxe,1,18134.0
342,1066,Travel Agency,2025-01-08,2025-01-10,Family,1,26427.0
343,1047,Travel Agency,2025-01-08,2025-01-13,Standard,1,12748.0
344,1071,Travel Agency,2025-01-08,2025-01-10,Deluxe,1,20112.0
345,1062,Corporate,2025-01-08,2025-01-12,Standard,1,11360.0
346,1010,Travel Agency,2025-01-08,2025-01-11,Deluxe,1,19796.0
347,1017,Corporate,2025-01-08,2025-01-09,Standard,1,11457.0
348,1024,Leisure,2025-01-08,2025-01-11,Family,1,25820.0
349,1067,Leisure,2025-01-08,2025-01-09,Deluxe,1,20278.0
350,1091,Leisure,2025-01-08,2025-01-09,Standard,1,11243.0
351,1026,Leisure,2025-01-08,2025-01-12,Standard,1,12563.0
352,1039,Corporate,2025-01-08,2025-01-10,Deluxe,1,18983.0
353,1022,Leisure,2025-01-08,2025-01-09,Deluxe,1,16773.0
354,1108,Leisure,2025-01-08,2025-01-11,Deluxe,1,17342.0
355,1099,Travel Agency,2025-01-08,2025-01-09,Family,1,29602.0
356,1054,Travel Agency,2025-01-08,2025-01-11,Deluxe,1,20152.0
357,1039,Travel Agency,2025-01-08,2025-01-09,Deluxe,1,16376.0
358,1039,Leisure,2025-01-08,2025-01-11,Deluxe,1,17804.0
359,1044,Leisure,2025-01-09,2025-01-11,Standard,1,13095.0
360,1125,Leisure,2025-01-09,2025-01-10,Deluxe,1,18110.0
361,1014,Leisure,2025-01-09,2025-01-12,Standard,1,10650.0
362,1038,Corporate,2025-01-09,2025-01-11,Standard,1,12656.0
363,1124,Leisure,2025-01-09,2025-01-13,Family,1,26213.0
364,1098,Leisure,2025-01-09,2025-01-10,Family,1,23752.0
365,1113,Leisure,2025-01-09,2025-01-14,Standard,1,12239.0
366,1028,Event Group,2025-01-09,2025-01-10,Standard,1,10012.0
367,1077,Corporate,2025-01-09,2025-01-10,Deluxe,1,18269.0
368,1056,Leisure,2025-01-09,2025-01-12,Family,1,21481.0
369,1052,Leisure,2025-01-09,2025-01-10,Standard,1,12202.0
370,1010,Leisure,2025-01-09,2025-01-11,Standard,1,13088.0
371,1106,Leisure,2025-01-09,2025-01-11,Standard,1,13858.0
372,1102,Corporate,2025-01-09,2025-01-12,Family,1,27301.0
373,1019,Leisure,2025-01-09,2025-01-11,Family,1,24984.0
374,1043,Leisure,2025-01-09,2025-01-11,Standard,1,13177.0
375,1115,Corporate,2025-01-09,2025-01-11,Suite,1,32593.0
376,1095,Leisure,2025-01-09,2025-01-10,Deluxe,1,20750.0
377,1066,Leisure,2025-01-09,2025-01-11,Suite,1,38912.0
378,1087,Corporate,2025-01-09,2025-01-12,Deluxe,1,18966.0
379,1116,Corporate,2025-01-09,2025-01-11,Standard,1,11762.0
380,1101,Corporate,2025-01-09,2025-01-12,Deluxe,1,14603.0
381,1007,Corporate,2025-01-09,2025-01-11,Family,1,26141.0
382,1019,Leisure,2025-01-09,2025-01-10,Deluxe,1,16338.0
383,1090,Leisure,2025-01-09,2025-01-10,Suite,1,28823.0
384,1053,Corporate,2025-01-09,2025-01-10,Standard,1,13550.0
385,1109,Leisure,2025-01-09,2025-01-11,Deluxe,1,20236.0
386,1085,Corporate,2025-01-09,2025-01-10,Deluxe,1,18746.0
387,1059,Event Group,2025-01-09,2025-01-11,Standard,1,13515.0
388,1083,Leisure,2025-01-09,2025-01-10,Family,1,25745.0
