ar_id,invoice_id,customer_id,payment_date,amount_paid_jpy,outstanding_balance_jpy,days_past_due,payment_status
36,36,1111,2025-01-27,16468.0,0.0,0,Paid
37,37,1063,2025-01-25,38582.0,0.0,0,Paid
38,38,1101,2025-01-29,15384.0,0.0,0,Paid
39,39,1085,2025-02-03,30454.0,0.0,0,Paid
40,40,1083,,0,33171.0,317,Open
41,41,1111,2025-02-16,26256.0,0.0,0,Paid
42,42,1060,2025-02-05,14940.0,0.0,0,Paid
43,43,1111,2025-02-28,59943.0,0.0,0,Paid
44,44,1012,2025-02-22,42433.0,0.0,0,Paid
45,45,1052,2025-02-23,92229.0,0.0,0,Paid
46,46,1050,2025-01-19,30759.0,0.0,0,Paid
47,47,1101,2025-02-14,38570.0,0.0,0,Paid
48,48,1038,2025-02-14,80083.0,0.0,0,Paid
49,49,1007,2025-02-07,15117.0,0.0,0,Paid
50,50,1021,2025-01-29,44876.0,0.0,0,Paid
51,51,1111,2025-02-13,29485.0,0.0,0,Paid
52,52,1032,2025-03-11,17430.0,0.0,0,Paid
53,53,1041,2025-02-17,21960.0,0.0,0,Paid
54,54,1031,2025-01-28,27314.0,0.0,0,Paid
55,55,1120,2025-02-20,13346.0,0.0,0,Paid
56,56,1013,2025-01-14,32600.0,0.0,0,Paid
57,57,1113,2025-02-07,19394.0,0.0,0,Paid
58,58,1070,2025-01-30,15203.0,0.0,0,Paid
59,59,1105,2025-02-08,44701.0,0.0,0,Paid
60,60,1113,2025-03-09,96394.0,0.0,0,Paid
61,61,1078,2025-02-09,13768.0,0.0,0,Paid
62,62,1110,2025-01-30,14390.0,0.0,0,Paid
63,63,1055,2025-02-21,33333.0,0.0,0,Paid
64,64,1017,2025-01-13,39553.0,0.0,0,Paid
65,65,1002,2025-02-22,22287.0,0.0,0,Paid
66,66,1020,2025-01-16,58277.0,0.0,0,Paid
67,67,1040,2025-02-06,71726.0,0.0,0,Paid
68,68,1006,2025-01-23,64768.0,0.0,0,Paid
69,69,1114,2025-02-04,38469.0,0.0,0,Paid
70,70,1119,2025-02-07,169236.0,0.0,0,Paid
71,71,1004,2025-03-04,127368.0,0.0,0,Paid
72,72,1053,2025-02-22,58930.0,0.0,0,Paid
73,73,1014,2025-02-28,169980.0,0.0,0,Paid
74,74,1026,2025-02-06,19494.0,0.0,0,Paid
75,75,1004,2025-02-26,81931.0,0.0,0,Paid
76,76,1009,2025-01-14,41464.0,0.0,0,Paid
77,77,1069,2025-02-03,25967.0,0.0,0,Paid
78,78,1034,2025-01-13,17771.0,0.0,0,Paid
79,79,1094,2025-02-10,88807.0,0.0,0,Paid
80,80,1015,2025-03-12,81231.0,0.0,0,Paid
81,81,1119,2025-02-07,33613.0,0.0,0,Paid
82,82,1095,2025-01-30,119741.0,0.0,0,Paid
83,83,1041,2025-02-03,45611.0,0.0,0,Paid
84,84,1065,2025-02-04,21488.0,0.0,0,Paid
85,85,1054,2025-03-04,31060.0,0.0,0,Paid
86,86,1023,2025-02-23,47457.0,0.0,0,Paid
87,87,1056,2025-01-15,22377.0,0.0,0,Paid
88,88,1057,2025-02-25,78542.0,0.0,0,Paid
89,89,1022,2025-02-02,67501.0,0.0,0,Paid
90,90,1122,2025-03-02,23932.0,0.0,0,Paid
91,91,1026,2025-01-16,69272.0,0.0,0,Paid
92,92,1059,2025-02-03,13943.0,0.0,0,Paid
93,93,1090,2025-01-30,26125.0,0.0,0,Paid
94,94,1111,2025-02-20,30403.0,0.0,0,Paid
95,95,1023,2025-02-19,34353.0,0.0,0,Paid
96,96,1016,2025-02-03,97179.0,0.0,0,Paid
97,97,1072,2025-03-03,40155.0,0.0,0,Paid
98,98,1065,2025-02-04,106558.0,0.0,0,Paid
99,99,1021,2025-02-14,58458.0,0.0,0,Paid
100,100,1099,,0,44902.0,330,Open
101,101,1057,2025-02-11,92921.0,0.0,0,Paid
102,102,1018,2025-02-23,14005.0,0.0,0,Paid
103,103,1028,2025-03-12,31362.0,0.0,0,Paid
104,104,1054,2025-03-02,27549.0,0.0,0,Paid
105,105,1003,2025-01-20,44032.0,0.0,0,Paid
106,106,1097,2025-03-02,111178.0,0.0,0,Paid
107,107,1069,2025-02-03,58408.0,0.0,0,Paid
108,108,1056,2025-02-03,43718.0,0.0,0,Paid
109,109,1103,2025-02-15,50547.0,0.0,0,Paid
110,110,1004,2025-01-30,18764.0,0.0,0,Paid
111,111,1011,2025-02-08,72482.0,0.0,0,Paid
112,112,1028,2025-02-01,24111.0,0.0,0,Paid
113,113,1036,2025-02-18,15292.0,0.0,0,Paid
114,114,1070,,37473.0,37573.0,329,Open
115,115,1009,2025-02-19,81026.0,0.0,0,Paid
116,116,1003,2025-02-09,124499.0,0.0,0,Paid
117,117,1015,2025-01-17,22735.0,0.0,0,Paid
118,118,1078,2025-02-18,23964.0,0.0,0,Paid
119,119,1021,2025-02-21,95007.0,0.0,0,Paid
120,120,1123,2025-02-12,27699.0,0.0,0,Paid
121,121,1076,2025-02-10,64429.0,0.0,0,Paid
122,122,1077,2025-02-08,49102.0,0.0,0,Paid
123,123,1006,2025-02-08,99934.0,0.0,0,Paid
124,124,1109,2025-02-22,28189.0,0.0,0,Paid
125,125,1047,2025-01-15,33890.0,0.0,0,Paid
126,126,1124,2025-02-07,57506.0,0.0,0,Paid
127,127,1100,2025-02-20,45807.0,0.0,0,Paid
128,128,1107,2025-01-30,48923.0,0.0,0,Paid
129,129,1086,2025-02-15,34302.0,0.0,0,Paid
130,130,1024,2025-03-03,14011.0,0.0,0,Paid
131,131,1113,2025-02-22,49134.0,0.0,0,Paid
132,132,1011,2025-03-03,17779.0,0.0,0,Paid
133,133,1092,2025-01-16,31509.0,0.0,0,Paid
134,134,1029,2025-02-01,75775.0,0.0,0,Paid
135,135,1045,2025-02-04,13741.0,0.0,0,Paid
136,136,1090,2025-01-23,48990.0,0.0,0,Paid
137,137,1096,2025-01-24,16689.0,0.0,0,Paid
138,138,1028,2025-02-01,59458.0,0.0,0,Paid
139,139,1013,2025-01-31,21180.0,0.0,0,Paid
140,140,1039,2025-02-18,37145.0,0.0,0,Paid
141,141,1090,2025-02-11,36853.0,0.0,0,Paid
142,142,1014,2025-02-04,58910.0,0.0,0,Paid
143,143,1007,2025-03-03,55077.0,0.0,0,Paid
144,144,1009,2025-02-02,68634.0,0.0,0,Paid
145,145,1073,2025-02-09,15224.0,0.0,0,Paid
146,146,1072,2025-02-19,32677.0,0.0,0,Paid
147,147,1058,2025-01-16,42708.0,0.0,0,Paid
148,148,1055,2025-03-23,32373.0,0.0,0,Paid
149,149,1027,2025-02-08,32120.0,0.0,0,Paid
150,150,1031,2025-03-05,17342.0,0.0,0,Paid
151,151,1038,2025-01-17,13488.0,0.0,0,Paid
152,152,1111,2025-02-08,16810.0,0.0,0,Paid
153,153,1085,2025-02-20,46218.0,0.0,0,Paid
154,154,1029,2025-01-30,33248.0,0.0,0,Paid
155,155,1040,2025-02-07,100606.0,0.0,0,Paid
156,156,1057,2025-02-06,64636.0,0.0,0,Paid
157,157,1064,2025-02-18,53765.0,0.0,0,Paid
158,158,1095,2025-01-16,27748.0,0.0,0,Paid
159,159,1074,2025-01-30,16945.0,0.0,0,Paid
160,160,1106,2025-02-06,21360.0,0.0,0,Paid
161,161,1118,2025-02-11,13036.0,0.0,0,Paid
162,162,1105,2025-02-05,84823.0,0.0,0,Paid
163,163,1110,2025-02-04,21942.0,0.0,0,Paid
164,164,1085,2025-03-23,32392.0,0.0,0,Paid
165,165,1042,2025-03-07,82176.0,0.0,0,Paid
166,166,1106,2025-02-21,48856.0,0.0,0,Paid
167,167,1047,2025-01-22,86871.0,0.0,0,Paid
168,168,1007,2025-02-17,49532.0,0.0,0,Paid
169,169,1016,2025-01-25,29654.0,0.0,0,Paid
170,170,1091,2025-01-17,33939.0,0.0,0,Paid
171,171,1117,2025-02-05,36765.0,0.0,0,Paid
172,172,1020,2025-02-02,77675.0,0.0,0,Paid
173,173,1061,2025-02-02,61897.0,0.0,0,Paid
174,174,1118,2025-03-27,36771.0,0.0,0,Paid
175,175,1110,2025-01-17,76287.0,0.0,0,Paid
176,176,1106,2025-02-13,63477.0,0.0,0,Paid
177,177,1111,2025-02-07,44703.0,0.0,0,Paid
178,178,1071,2025-02-06,28139.0,0.0,0,Paid
179,179,1031,2025-02-16,51155.0,0.0,0,Paid
180,180,1006,,0,20230.0,330,Open
181,181,1102,,7350.0,16061.0,329,Open
182,182,1005,2025-02-12,256783.0,0.0,0,Paid
183,183,1013,2025-03-10,82593.0,0.0,0,Paid
184,184,1020,2025-02-18,41230.0,0.0,0,Paid
185,185,1080,,0,51097.0,342,Open
186,186,1049,2025-01-27,46693.0,0.0,0,Paid
187,187,1063,2025-02-01,57786.0,0.0,0,Paid
188,188,1030,,0,29419.0,329,Open
189,189,1082,2025-02-24,40242.0,0.0,0,Paid
190,190,1042,2025-03-17,20839.0,0.0,0,Paid
191,191,1019,2025-02-17,37926.0,0.0,0,Paid
192,192,1079,2025-02-16,29104.0,0.0,0,Paid
193,193,1117,2025-02-25,69197.0,0.0,0,Paid
194,194,1116,2025-01-31,21227.0,0.0,0,Paid
195,195,1021,2025-02-07,171103.0,0.0,0,Paid
196,196,1089,2025-01-19,64748.0,0.0,0,Paid
197,197,1050,2025-02-17,56910.0,0.0,0,Paid
198,198,1090,2025-02-19,29025.0,0.0,0,Paid
199,199,1036,2025-02-23,89613.0,0.0,0,Paid
200,200,1096,2025-02-08,72450.0,0.0,0,Paid
201,201,1103,,0,93897.0,341,Open
202,202,1097,2025-01-23,49220.0,0.0,0,Paid
203,203,1081,2025-01-18,79887.0,0.0,0,Paid
204,204,1047,2025-02-16,34445.0,0.0,0,Paid
205,205,1096,,0,20442.0,314,Open
206,206,1065,2025-02-13,17267.0,0.0,0,Paid
207,207,1106,2025-02-17,93549.0,0.0,0,Paid
208,208,1060,2025-02-05,183454.0,0.0,0,Paid
209,209,1111,2025-02-12,26384.0,0.0,0,Paid
210,210,1012,2025-01-28,76960.0,0.0,0,Paid
211,211,1059,2025-03-02,33482.0,0.0,0,Paid
212,212,1048,2025-02-02,47881.0,0.0,0,Paid
213,213,1114,2025-03-10,18189.0,0.0,0,Paid
214,214,1060,2025-02-14,31556.0,0.0,0,Paid
215,215,1018,2025-02-04,27190.0,0.0,0,Paid
216,216,1069,2025-02-21,17884.0,0.0,0,Paid
217,217,1096,2025-02-16,31609.0,0.0,0,Paid
218,218,1084,2025-03-14,43756.0,0.0,0,Paid
219,219,1122,2025-03-05,27758.0,0.0,0,Paid
220,220,1047,2025-02-18,40403.0,0.0,0,Paid
221,221,1083,2025-02-13,43907.0,0.0,0,Paid
222,222,1059,2025-02-01,35730.0,0.0,0,Paid
223,223,1125,2025-01-23,18865.0,0.0,0,Paid
224,224,1009,,0,54190.0,327,Open
225,225,1105,2025-02-18,77579.0,0.0,0,Paid
226,226,1110,2025-03-10,31409.0,0.0,0,Paid
227,227,1103,2025-02-08,157598.0,0.0,0,Paid
228,228,1031,2025-02-02,59510.0,0.0,0,Paid
229,229,1017,,0,23915.0,329,Open
230,230,1066,2025-02-26,41251.0,0.0,0,Paid
231,231,1079,,0,49932.0,328,Open
232,232,1124,2025-02-03,47367.0,0.0,0,Paid
233,233,1055,2025-02-24,84132.0,0.0,0,Paid
234,234,1078,2025-03-01,31203.0,0.0,0,Paid
235,235,1049,2025-02-14,15349.0,0.0,0,Paid
236,236,1078,2025-02-25,59750.0,0.0,0,Paid
237,237,1071,2025-02-13,47304.0,0.0,0,Paid
238,238,1030,2025-02-16,21524.0,0.0,0,Paid
239,239,1041,2025-02-11,49194.0,0.0,0,Paid
240,240,1119,,0,39829.0,342,Open
241,241,1048,,0,13889.0,328,Open
242,242,1072,2025-03-11,87694.0,0.0,0,Paid
243,243,1055,2025-02-18,84760.0,0.0,0,Paid
244,244,1077,2025-02-18,85806.0,0.0,0,Paid
245,245,1109,2025-02-16,16215.0,0.0,0,Paid
246,246,1098,2025-02-03,52886.0,0.0,0,Paid
247,247,1080,,0,12826.0,313,Open
248,248,1119,2025-02-11,43544.0,0.0,0,Paid
249,249,1118,2025-02-03,68961.0,0.0,0,Paid
250,250,1073,2025-02-10,18147.0,0.0,0,Paid
251,251,1068,2025-02-16,23715.0,0.0,0,Paid
252,252,1048,2025-02-12,30823.0,0.0,0,Paid
253,253,1020,,0,12441.0,343,Open
254,254,1035,2025-01-25,31147.0,0.0,0,Paid
255,255,1066,,0,32517.0,327,Open
256,256,1087,2025-01-23,33062.0,0.0,0,Paid
257,257,1008,2025-01-30,49560.0,0.0,0,Paid
258,258,1018,2025-02-06,20995.0,0.0,0,Paid
259,259,1017,2025-01-27,19503.0,0.0,0,Paid
260,260,1107,2025-01-19,49849.0,0.0,0,Paid
261,261,1059,,0,45306.0,312,Open
262,262,1074,2025-03-08,103759.0,0.0,0,Paid
263,263,1022,2025-02-10,23853.0,0.0,0,Paid
264,264,1118,2025-03-16,89654.0,0.0,0,Paid
265,265,1011,2025-02-03,26486.0,0.0,0,Paid
266,266,1043,2025-01-17,16282.0,0.0,0,Paid
267,267,1100,2025-03-06,39972.0,0.0,0,Paid
268,268,1105,2025-03-14,46793.0,0.0,0,Paid
269,269,1098,2025-01-29,15919.0,0.0,0,Paid
270,270,1064,2025-03-03,25518.0,0.0,0,Paid
271,271,1083,2025-02-09,32449.0,0.0,0,Paid
272,272,1081,2025-02-11,40101.0,0.0,0,Paid
273,273,1076,2025-02-07,26623.0,0.0,0,Paid
274,274,1058,2025-01-18,30988.0,0.0,0,Paid
275,275,1012,2025-02-03,30396.0,0.0,0,Paid
276,276,1115,,0,40827.0,326,Open
277,277,1025,2025-02-17,57985.0,0.0,0,Paid
278,278,1116,2025-02-19,35372.0,0.0,0,Paid
279,279,1083,2025-02-02,222107.0,0.0,0,Paid
280,280,1021,2025-02-25,15359.0,0.0,0,Paid
281,281,1100,2025-02-21,70633.0,0.0,0,Paid
282,282,1013,2025-02-26,28497.0,0.0,0,Paid
283,283,1110,2025-02-07,48050.0,0.0,0,Paid
284,284,1019,2025-01-28,80100.0,0.0,0,Paid
285,285,1085,2025-02-22,37806.0,0.0,0,Paid
286,286,1102,,0,31115.0,326,Open
287,287,1122,2025-03-05,17694.0,0.0,0,Paid
288,288,1047,2025-03-01,59383.0,0.0,0,Paid
289,289,1044,2025-02-09,15780.0,0.0,0,Paid
290,290,1109,,0,64644.0,341,Open
291,291,1095,2025-02-07,80346.0,0.0,0,Paid
292,292,1049,2025-02-03,29749.0,0.0,0,Paid
293,293,1080,2025-03-01,14733.0,0.0,0,Paid
294,294,1031,2025-02-26,35673.0,0.0,0,Paid
295,295,1101,2025-02-21,70441.0,0.0,0,Paid
296,296,1107,,18099.0,13215.0,326,Open
297,297,1057,2025-01-21,44097.0,0.0,0,Paid
298,298,1105,,0,12127.0,327,Open
299,299,1007,2025-02-11,32691.0,0.0,0,Paid
300,300,1109,2025-02-16,112320.0,0.0,0,Paid
301,301,1058,2025-03-01,16811.0,0.0,0,Paid
302,302,1058,2025-02-02,35601.0,0.0,0,Paid
303,303,1051,2025-02-08,133156.0,0.0,0,Paid
304,304,1120,2025-02-10,24502.0,0.0,0,Paid
305,305,1019,2025-01-31,52723.0,0.0,0,Paid
306,306,1091,2025-03-13,16079.0,0.0,0,Paid
307,307,1003,2025-02-08,31028.0,0.0,0,Paid
308,308,1015,2025-02-15,47902.0,0.0,0,Paid
309,309,1031,2025-02-02,34426.0,0.0,0,Paid
310,310,1077,,0,58552.0,325,Open
311,311,1092,2025-02-03,52195.0,0.0,0,Paid
312,312,1086,2025-02-28,34208.0,0.0,0,Paid
313,313,1123,2025-03-01,50354.0,0.0,0,Paid
314,314,1061,2025-01-20,41807.0,0.0,0,Paid
315,315,1096,2025-01-19,32747.0,0.0,0,Paid
316,316,1099,,18153.0,24323.0,310,Open
317,317,1046,2025-02-13,67611.0,0.0,0,Paid
318,318,1090,2025-02-09,65996.0,0.0,0,Paid
319,319,1092,2025-03-11,13381.0,0.0,0,Paid
320,320,1006,2025-02-28,83368.0,0.0,0,Paid
321,321,1105,2025-02-17,15472.0,0.0,0,Paid
322,322,1100,2025-02-19,24655.0,0.0,0,Paid
323,323,1103,2025-01-26,49109.0,0.0,0,Paid
324,324,1125,2025-02-08,106251.0,0.0,0,Paid
325,325,1011,,0,44629.0,324,Open
326,326,1106,2025-02-05,23258.0,0.0,0,Paid
327,327,1058,,0,14368.0,326,Open
328,328,1045,2025-02-25,50016.0,0.0,0,Paid
329,329,1082,2025-02-12,45756.0,0.0,0,Paid
330,330,1082,2025-02-17,110242.0,0.0,0,Paid
331,331,1109,2025-03-03,30518.0,0.0,0,Paid
332,332,1009,2025-03-17,65038.0,0.0,0,Paid
333,333,1020,2025-02-24,30015.0,0.0,0,Paid
334,334,1098,,0,93508.0,308,Open
335,335,1123,2025-02-12,14384.0,0.0,0,Paid
336,336,1050,2025-03-05,52676.0,0.0,0,Paid
337,337,1079,2025-02-03,30354.0,0.0,0,Paid
338,338,1016,2025-01-28,61957.0,0.0,0,Paid
339,339,1104,2025-02-07,14567.0,0.0,0,Paid
340,340,1045,2025-02-23,55000.0,0.0,0,Paid
341,341,1091,2025-02-24,43796.0,0.0,0,Paid
342,342,1066,2025-01-22,64677.0,0.0,0,Paid
343,343,1047,2025-02-22,77127.0,0.0,0,Paid
344,344,1071,2025-02-11,47538.0,0.0,0,Paid
345,345,1062,,25299.0,32121.0,308,Open
346,346,1010,,0,74912.0,339,Open
347,347,1017,,0,15686.0,326,Open
348,348,1024,2025-02-15,87787.0,0.0,0,Paid
349,349,1067,2025-02-21,22868.0,0.0,0,Paid
350,350,1091,2025-02-22,14591.0,0.0,0,Paid
351,351,1026,2025-02-23,62554.0,0.0,0,Paid
352,352,1039,2025-01-29,48835.0,0.0,0,Paid
353,353,1022,2025-01-24,20688.0,0.0,0,Paid
354,354,1108,2025-02-14,69018.0,0.0,0,Paid
355,355,1099,2025-02-08,39748.0,0.0,0,Paid
356,356,1054,2025-03-03,82126.0,0.0,0,Paid
357,357,1039,,0,20151.0,341,Open
358,358,1039,2025-02-25,68277.0,0.0,0,Paid
359,359,1044,2025-01-26,32697.0,0.0,0,Paid
360,360,1125,2025-01-24,24739.0,0.0,0,Paid
361,361,1014,2025-03-24,40644.0,0.0,0,Paid
362,362,1038,2025-03-20,28438.0,0.0,0,Paid
363,363,1124,2025-02-21,137209.0,0.0,0,Paid
364,364,1098,2025-01-22,29859.0,0.0,0,Paid
365,365,1113,2025-02-14,82472.0,0.0,0,Paid
366,366,1028,2025-02-22,13324.0,0.0,0,Paid
367,367,1077,2025-02-24,20493.0,0.0,0,Paid
368,368,1056,2025-02-21,82457.0,0.0,0,Paid
369,369,1052,2025-02-04,14715.0,0.0,0,Paid
370,370,1010,2025-02-12,29603.0,0.0,0,Paid
371,371,1106,2025-01-21,34511.0,0.0,0,Paid
372,372,1102,2025-02-23,95971.0,0.0,0,Paid
373,373,1019,2025-02-08,64616.0,0.0,0,Paid
374,374,1043,2025-02-10,30940.0,0.0,0,Paid
375,375,1115,,0,87862.0,324,Open
376,376,1095,2025-01-22,23556.0,0.0,0,Paid
377,377,1066,2025-02-18,88227.0,0.0,0,Paid
378,378,1087,2025-02-23,77611.0,0.0,0,Paid
379,379,1116,2025-02-16,28578.0,0.0,0,Paid
380,380,1101,2025-02-06,50303.0,0.0,0,Paid
381,381,1007,2025-02-12,71370.0,0.0,0,Paid
382,382,1019,2025-02-10,22154.0,0.0,0,Paid
383,383,1090,2025-02-02,34716.0,0.0,0,Paid
384,384,1053,2025-02-09,17310.0,0.0,0,Paid
385,385,1109,2025-02-05,47695.0,0.0,0,Paid
386,386,1085,2025-03-04,24231.0,0.0,0,Paid
387,387,1059,2025-02-06,31693.0,0.0,0,Paid
388,388,1083,2025-02-20,32912.0,0.0,0,Paid
389,389,1123,2025-02-04,33040.0,0.0,0,Paid
390,390,1037,2025-01-21,30801.0,0.0,0,Paid
391,391,1062,2025-02-06,65408.0,0.0,0,Paid
392,392,1087,2025-02-15,58176.0,0.0,0,Paid
393,393,1045,2025-01-27,98422.0,0.0,0,Paid
394,394,1045,2025-01-21,15776.0,0.0,0,Paid
395,395,1035,,0,100701.0,337,Open
396,396,1079,2025-02-21,100603.0,0.0,0,Paid
397,397,1030,2025-02-18,23701.0,0.0,0,Paid
398,398,1013,2025-03-02,33098.0,0.0,0,Paid
399,399,1084,2025-02-22,24939.0,0.0,0,Paid
400,400,1026,2025-02-24,129731.0,0.0,0,Paid
401,401,1084,2025-03-13,28093.0,0.0,0,Paid
402,402,1120,2025-02-22,43386.0,0.0,0,Paid
403,403,1005,2025-02-08,69615.0,0.0,0,Paid
404,404,1120,2025-02-09,48004.0,0.0,0,Paid
405,405,1078,2025-02-15,106372.0,0.0,0,Paid
406,406,1083,,45151.0,27026.0,320,Open
407,407,1025,2025-03-02,49041.0,0.0,0,Paid
408,408,1083,2025-02-14,36412.0,0.0,0,Paid
409,409,1097,,4166.0,11520.0,309,Open
410,410,1052,2025-02-09,26668.0,0.0,0,Paid
411,411,1018,,42323.0,31135.0,338,Open
412,412,1050,2025-02-08,62664.0,0.0,0,Paid
413,413,1002,2025-03-08,43568.0,0.0,0,Paid
414,414,1086,,0,37538.0,323,Open
415,415,1091,2025-03-24,13147.0,0.0,0,Paid
416,416,1121,2025-01-28,62313.0,0.0,0,Paid
417,417,1096,2025-02-26,35877.0,0.0,0,Paid
418,418,1117,2025-02-21,61403.0,0.0,0,Paid
419,419,1097,2025-02-17,33368.0,0.0,0,Paid
420,420,1068,2025-03-06,71888.0,0.0,0,Paid
421,421,1065,,9842.0,13842.0,309,Open
422,422,1110,2025-02-15,35762.0,0.0,0,Paid
423,423,1066,2025-02-11,24355.0,0.0,0,Paid
424,424,1054,2025-02-11,15197.0,0.0,0,Paid
425,425,1051,2025-03-01,17303.0,0.0,0,Paid
426,426,1010,2025-03-11,14076.0,0.0,0,Paid
427,427,1009,2025-03-09,17936.0,0.0,0,Paid
428,428,1024,2025-02-06,65173.0,0.0,0,Paid
429,429,1115,2025-02-07,71692.0,0.0,0,Paid
430,430,1049,2025-02-08,63599.0,0.0,0,Paid
431,431,1016,2025-02-12,93744.0,0.0,0,Paid
432,432,1094,2025-02-06,33637.0,0.0,0,Paid
433,433,1093,2025-03-08,109853.0,0.0,0,Paid
434,434,1032,2025-02-20,40756.0,0.0,0,Paid
435,435,1005,2025-03-28,16386.0,0.0,0,Paid
436,436,1114,2025-02-11,71264.0,0.0,0,Paid
437,437,1087,2025-03-02,27084.0,0.0,0,Paid
438,438,1052,2025-02-08,20224.0,0.0,0,Paid
439,439,1038,2025-01-22,28712.0,0.0,0,Paid
440,440,1074,2025-02-22,58019.0,0.0,0,Paid
441,441,1085,,17612.0,51643.0,322,Open
442,442,1072,2025-03-03,43765.0,0.0,0,Paid
443,443,1064,2025-02-11,106711.0,0.0,0,Paid
444,444,1049,2025-02-10,14050.0,0.0,0,Paid
445,445,1097,2025-02-26,43879.0,0.0,0,Paid
446,446,1110,2025-02-06,24821.0,0.0,0,Paid
447,447,1072,2025-02-07,54619.0,0.0,0,Paid
448,448,1058,2025-02-07,48610.0,0.0,0,Paid
449,449,1025,2025-02-14,45001.0,0.0,0,Paid
450,450,1103,2025-03-22,31050.0,0.0,0,Paid
451,451,1062,2025-02-25,71067.0,0.0,0,Paid
452,452,1025,2025-02-06,66515.0,0.0,0,Paid
453,453,1062,2025-03-04,32796.0,0.0,0,Paid
454,454,1042,2025-02-04,97481.0,0.0,0,Paid
455,455,1046,2025-02-19,77500.0,0.0,0,Paid
456,456,1093,2025-02-07,28779.0,0.0,0,Paid
457,457,1048,2025-03-07,45571.0,0.0,0,Paid
458,458,1071,2025-02-19,14854.0,0.0,0,Paid
459,459,1020,2025-02-09,58498.0,0.0,0,Paid
460,460,1121,2025-03-08,16747.0,0.0,0,Paid
461,461,1124,,0,23906.0,338,Open
462,462,1018,2025-02-04,62199.0,0.0,0,Paid
463,463,1070,2025-01-28,44645.0,0.0,0,Paid
464,464,1105,2025-02-03,155106.0,0.0,0,Paid
465,465,1108,,0,60581.0,336,Open
466,466,1008,2025-02-23,21930.0,0.0,0,Paid
467,467,1062,2025-02-12,72450.0,0.0,0,Paid
468,468,1093,2025-02-06,23386.0,0.0,0,Paid
469,469,1105,2025-02-10,71785.0,0.0,0,Paid
470,470,1068,2025-02-04,45966.0,0.0,0,Paid
471,471,1105,2025-02-10,19112.0,0.0,0,Paid
472,472,1032,2025-02-04,50358.0,0.0,0,Paid
473,473,1109,2025-02-27,30989.0,0.0,0,Paid
474,474,1049,2025-02-05,84230.0,0.0,0,Paid
475,475,1022,2025-02-13,24908.0,0.0,0,Paid
476,476,1125,2025-02-20,40270.0,0.0,0,Paid
477,477,1028,2025-03-10,35987.0,0.0,0,Paid
478,478,1088,2025-02-10,99362.0,0.0,0,Paid
479,479,1005,,0,140838.0,320,Open
480,480,1106,2025-03-09,62932.0,0.0,0,Paid
481,481,1021,2025-01-30,47118.0,0.0,0,Paid
482,482,1050,2025-02-26,46126.0,0.0,0,Paid
483,483,1093,2025-03-04,20900.0,0.0,0,Paid
484,484,1010,2025-02-20,54139.0,0.0,0,Paid
485,485,1004,2025-02-14,40691.0,0.0,0,Paid
486,486,1030,,0,70771.0,320,Open
487,487,1011,2025-03-17,58642.0,0.0,0,Paid
488,488,1010,2025-02-19,34165.0,0.0,0,Paid
489,489,1041,2025-02-10,13623.0,0.0,0,Paid
490,490,1057,2025-02-27,13595.0,0.0,0,Paid
491,491,1072,2025-02-07,15427.0,0.0,0,Paid
492,492,1071,2025-02-27,26280.0,0.0,0,Paid
