sales_id,sales_date,revenue_category,amount_jpy
323,2025-03-06,Spa,38013.0
324,2025-03-06,Events,48534.0
325,2025-03-06,Parking,11398.0
326,2025-03-07,Rooms,545105.0
327,2025-03-07,Food & Beverage,140050.0
328,2025-03-07,Spa,18148.0
329,2025-03-07,Events,66495.0
330,2025-03-07,Parking,9490.0
331,2025-03-08,Rooms,345064.0
332,2025-03-08,Food & Beverage,88652.0
333,2025-03-08,Spa,27864.0
334,2025-03-08,Events,30072.0
335,2025-03-08,Parking,9995.0
336,2025-03-09,Rooms,417189.0
337,2025-03-09,Food & Beverage,99299.0
338,2025-03-09,Spa,36620.0
339,2025-03-09,Events,66399.0
340,2025-03-09,Parking,12723.0
341,2025-03-10,Rooms,551474.0
342,2025-03-10,Food & Beverage,102516.0
343,2025-03-10,Spa,30570.0
344,2025-03-10,Events,92505.0
345,2025-03-10,Parking,20028.0
346,2025-03-11,Rooms,416194.0
347,2025-03-11,Food & Beverage,99382.0
348,2025-03-11,Spa,33108.0
349,2025-03-11,Events,47055.0
350,2025-03-11,Parking,15105.0
351,2025-03-12,Rooms,315387.0
352,2025-03-12,Food & Beverage,96278.0
353,2025-03-12,Spa,13141.0
354,2025-03-12,Events,41831.0
355,2025-03-12,Parking,9742.0
356,2025-03-13,Rooms,412447.0
357,2025-03-13,Food & Beverage,127421.0
358,2025-03-13,Spa,25424.0
359,2025-03-13,Events,68083.0
360,2025-03-13,Parking,14333.0
361,2025-03-14,Rooms,416471.0
362,2025-03-14,Food & Beverage,76422.0
363,2025-03-14,Spa,35005.0
364,2025-03-14,Events,17556.0
365,2025-03-14,Parking,6951.0
366,2025-03-15,Rooms,340573.0
367,2025-03-15,Food & Beverage,92906.0
368,2025-03-15,Spa,24736.0
369,2025-03-15,Events,36092.0
370,2025-03-15,Parking,11808.0
371,2025-03-16,Rooms,298317.0
372,2025-03-16,Food & Beverage,88486.0
373,2025-03-16,Spa,25043.0
374,2025-03-16,Events,26073.0
375,2025-03-16,Parking,10637.0
376,2025-03-17,Rooms,486933.0
377,2025-03-17,Food & Beverage,128229.0
378,2025-03-17,Spa,34708.0
379,2025-03-17,Events,17147.0
380,2025-03-17,Parking,17716.0
381,2025-03-18,Rooms,398858.0
382,2025-03-18,Food & Beverage,87185.0
383,2025-03-18,Spa,19283.0
384,2025-03-18,Events,61558.0
385,2025-03-18,Parking,8396.0
386,2025-03-19,Rooms,408657.0
387,2025-03-19,Food & Beverage,93854.0
388,2025-03-19,Spa,17218.0
389,2025-03-19,Events,25766.0
390,2025-03-19,Parking,8365.0
391,2025-03-20,Rooms,448807.0
392,2025-03-20,Food & Beverage,125027.0
393,2025-03-20,Spa,37064.0
394,2025-03-20,Events,53264.0
395,2025-03-20,Parking,7731.0
396,2025-03-21,Rooms,573103.0
397,2025-03-21,Food & Beverage,146562.0
398,2025-03-21,Spa,46678.0
399,2025-03-21,Events,79161.0
400,2025-03-21,Parking,5814.0
401,2025-03-22,Rooms,450104.0
402,2025-03-22,Food & Beverage,83913.0
403,2025-03-22,Spa,18720.0
404,2025-03-22,Events,63878.0
405,2025-03-22,Parking,17037.0
406,2025-03-23,Rooms,279373.0
407,2025-03-23,Food & Beverage,83803.0
408,2025-03-23,Spa,22184.0
409,2025-03-23,Events,17360.0
410,2025-03-23,Parking,4645.0
411,2025-03-24,Rooms,659927.0
412,2025-03-24,Food & Beverage,158603.0
413,2025-03-24,Spa,46289.0
414,2025-03-24,Events,47004.0
415,2025-03-24,Parking,15076.0
416,2025-03-25,Rooms,373567.0
417,2025-03-25,Food & Beverage,81488.0
418,2025-03-25,Spa,30922.0
419,2025-03-25,Events,29965.0
420,2025-03-25,Parking,5756.0
421,2025-03-26,Rooms,507338.0
422,2025-03-26,Food & Beverage,110167.0
423,2025-03-26,Spa,34536.0
424,2025-03-26,Events,42935.0
425,2025-03-26,Parking,9218.0
426,2025-03-27,Rooms,494671.0
427,2025-03-27,Food & Beverage,133234.0
428,2025-03-27,Spa,37459.0
429,2025-03-27,Events,55509.0
430,2025-03-27,Parking,7909.0
431,2025-03-28,Rooms,377085.0
432,2025-03-28,Food & Beverage,116745.0
433,2025-03-28,Spa,29301.0
434,2025-03-28,Events,22709.0
435,2025-03-28,Parking,7689.0
436,2025-03-29,Rooms,346262.0
437,2025-03-29,Food & Beverage,73907.0
438,2025-03-29,Spa,16005.0
439,2025-03-29,Events,34177.0
440,2025-03-29,Parking,9259.0
441,2025-03-30,Rooms,397479.0
442,2025-03-30,Food & Beverage,121930.0
443,2025-03-30,Spa,32893.0
444,2025-03-30,Events,36148.0
445,2025-03-30,Parking,13244.0
446,2025-03-31,Rooms,439823.0
447,2025-03-31,Food & Beverage,140664.0
448,2025-03-31,Spa,34309.0
449,2025-03-31,Events,59584.0
450,2025-03-31,Parking,14681.0
451,2025-04-01,Rooms,612458.0
452,2025-04-01,Food & Beverage,147102.0
453,2025-04-01,Spa,27163.0
454,2025-04-01,Events,48235.0
455,2025-04-01,Parking,17900.0
456,2025-04-02,Rooms,705712.0
457,2025-04-02,Food & Beverage,211197.0
458,2025-04-02,Spa,34817.0
459,2025-04-02,Events,15394.0
460,2025-04-02,Parking,17359.0
461,2025-04-03,Rooms,718214.0
462,2025-04-03,Food & Beverage,203408.0
463,2025-04-03,Spa,59141.0
464,2025-04-03,Events,128312.0
465,2025-04-03,Parking,12257.0
466,2025-04-04,Rooms,564498.0
467,2025-04-04,Food & Beverage,171248.0
468,2025-04-04,Spa,46293.0
469,2025-04-04,Events,100143.0
470,2025-04-04,Parking,20099.0
471,2025-04-05,Rooms,566715.0
472,2025-04-05,Food & Beverage,126364.0
473,2025-04-05,Spa,44588.0
474,2025-04-05,Events,43876.0
475,2025-04-05,Parking,9071.0
476,2025-04-06,Rooms,542496.0
477,2025-04-06,Food & Beverage,130562.0
478,2025-04-06,Spa,31379.0
479,2025-04-06,Events,30564.0
480,2025-04-06,Parking,18524.0
481,2025-04-07,Rooms,692632.0
482,2025-04-07,Food & Beverage,204289.0
483,2025-04-07,Spa,56437.0
484,2025-04-07,Events,45676.0
485,2025-04-07,Parking,20622.0
486,2025-04-08,Rooms,648839.0
487,2025-04-08,Food & Beverage,141188.0
488,2025-04-08,Spa,26977.0
489,2025-04-08,Events,31040.0
490,2025-04-08,Parking,9496.0
491,2025-04-09,Rooms,639008.0
492,2025-04-09,Food & Beverage,197753.0
493,2025-04-09,Spa,23912.0
494,2025-04-09,Events,103308.0
495,2025-04-09,Parking,20607.0
496,2025-04-10,Rooms,566944.0
497,2025-04-10,Food & Beverage,106618.0
498,2025-04-10,Spa,26163.0
499,2025-04-10,Events,24025.0
500,2025-04-10,Parking,20040.0
501,2025-04-11,Rooms,611065.0
502,2025-04-11,Food & Beverage,172905.0
503,2025-04-11,Spa,33819.0
504,2025-04-11,Events,73807.0
505,2025-04-11,Parking,12454.0
506,2025-04-12,Rooms,575763.0
507,2025-04-12,Food & Beverage,110208.0
508,2025-04-12,Spa,38066.0
509,2025-04-12,Events,84381.0
510,2025-04-12,Parking,16730.0
511,2025-04-13,Rooms,567735.0
512,2025-04-13,Food & Beverage,137136.0
513,2025-04-13,Spa,24475.0
514,2025-04-13,Events,35312.0
515,2025-04-13,Parking,18686.0
516,2025-04-14,Rooms,695009.0
517,2025-04-14,Food & Beverage,207007.0
518,2025-04-14,Spa,47163.0
519,2025-04-14,Events,92441.0
520,2025-04-14,Parking,21870.0
521,2025-04-15,Rooms,785816.0
522,2025-04-15,Food & Beverage,154884.0
523,2025-04-15,Spa,40907.0
524,2025-04-15,Events,82856.0
525,2025-04-15,Parking,20521.0
526,2025-04-16,Rooms,851540.0
527,2025-04-16,Food & Beverage,248578.0
528,2025-04-16,Spa,65105.0
529,2025-04-16,Events,90776.0
530,2025-04-16,Parking,10964.0
531,2025-04-17,Rooms,593063.0
532,2025-04-17,Food & Beverage,162874.0
533,2025-04-17,Spa,49038.0
534,2025-04-17,Events,68518.0
535,2025-04-17,Parking,10246.0
536,2025-04-18,Rooms,731183.0
537,2025-04-18,Food & Beverage,182604.0
538,2025-04-18,Spa,39307.0
539,2025-04-18,Events,83369.0
540,2025-04-18,Parking,11369.0
541,2025-04-19,Rooms,723296.0
542,2025-04-19,Food & Beverage,140731.0
543,2025-04-19,Spa,54512.0
544,2025-04-19,Events,81949.0
545,2025-04-19,Parking,20029.0
546,2025-04-20,Rooms,574972.0
547,2025-04-20,Food & Beverage,179608.0
548,2025-04-20,Spa,18641.0
549,2025-04-20,Events,46008.0
550,2025-04-20,Parking,20861.0
551,2025-04-21,Rooms,727818.0
552,2025-04-21,Food & Beverage,178565.0
553,2025-04-21,Spa,31230.0
554,2025-04-21,Events,91745.0
555,2025-04-21,Parking,16455.0
556,2025-04-22,Rooms,429238.0
557,2025-04-22,Food & Beverage,112314.0
558,2025-04-22,Spa,36595.0
559,2025-04-22,Events,70781.0
560,2025-04-22,Parking,6685.0
561,2025-04-23,Rooms,740993.0
562,2025-04-23,Food & Beverage,170777.0
563,2025-04-23,Spa,45033.0
564,2025-04-23,Events,129005.0
565,2025-04-23,Parking,16581.0
566,2025-04-24,Rooms,678298.0
567,2025-04-24,Food & Beverage,153618.0
568,2025-04-24,Spa,42124.0
569,2025-04-24,Events,56466.0
570,2025-04-24,Parking,7843.0
571,2025-04-25,Rooms,594729.0
572,2025-04-25,Food & Beverage,187472.0
573,2025-04-25,Spa,38084.0
574,2025-04-25,Events,82120.0
575,2025-04-25,Parking,18488.0
576,2025-04-26,Rooms,668174.0
577,2025-04-26,Food & Beverage,152770.0
578,2025-04-26,Spa,47490.0
579,2025-04-26,Events,110233.0
580,2025-04-26,Parking,19630.0
581,2025-04-27,Rooms,657160.0
582,2025-04-27,Food & Beverage,131617.0
583,2025-04-27,Spa,43173.0
584,2025-04-27,Events,111777.0
585,2025-04-27,Parking,16350.0
586,2025-04-28,Rooms,463498.0
587,2025-04-28,Food & Beverage,90307.0
588,2025-04-28,Spa,18920.0
589,2025-04-28,Events,15865.0
590,2025-04-28,Parking,15823.0
591,2025-04-29,Rooms,491164.0
592,2025-04-29,Food & Beverage,95335.0
593,2025-04-29,Spa,38279.0
594,2025-04-29,Events,48109.0
595,2025-04-29,Parking,10190.0
596,2025-04-30,Rooms,473765.0
597,2025-04-30,Food & Beverage,96625.0
598,2025-04-30,Spa,38097.0
599,2025-04-30,Events,18523.0
600,2025-04-30,Parking,11055.0
601,2025-05-01,Rooms,669447.0
602,2025-05-01,Food & Beverage,176967.0
603,2025-05-01,Spa,31731.0
604,2025-05-01,Events,113255.0
605,2025-05-01,Parking,19450.0
606,2025-05-02,Rooms,659005.0
607,2025-05-02,Food & Beverage,171765.0
608,2025-05-02,Spa,22670.0
609,2025-05-02,Events,96127.0
610,2025-05-02,Parking,17137.0
611,2025-05-03,Rooms,752864.0
612,2025-05-03,Food & Beverage,235244.0
613,2025-05-03,Spa,52364.0
614,2025-05-03,Events,56636.0
615,2025-05-03,Parking,14959.0
616,2025-05-04,Rooms,477236.0
617,2025-05-04,Food & Beverage,93156.0
618,2025-05-04,Spa,39286.0
619,2025-05-04,Events,16199.0
620,2025-05-04,Parking,17468.0
621,2025-05-05,Rooms,722299.0
622,2025-05-05,Food & Beverage,210433.0
623,2025-05-05,Spa,41594.0
624,2025-05-05,Events,15390.0
625,2025-05-05,Parking,21761.0
626,2025-05-06,Rooms,569503.0
627,2025-05-06,Food & Beverage,179151.0
628,2025-05-06,Spa,21861.0
629,2025-05-06,Events,67243.0
630,2025-05-06,Parking,20569.0
631,2025-05-07,Rooms,651001.0
632,2025-05-07,Food & Beverage,135222.0
633,2025-05-07,Spa,51428.0
634,2025-05-07,Events,56165.0
635,2025-05-07,Parking,15731.0
636,2025-05-08,Rooms,588633.0
637,2025-05-08,Food & Beverage,172910.0
638,2025-05-08,Spa,33026.0
639,2025-05-08,Events,47596.0
640,2025-05-08,Parking,14575.0
641,2025-05-09,Rooms,566080.0
642,2025-05-09,Food & Beverage,169591.0
643,2025-05-09,Spa,45523.0
644,2025-05-09,Events,100752.0
645,2025-05-09,Parking,16441.0
646,2025-05-10,Rooms,653848.0
647,2025-05-10,Food & Beverage,134029.0
648,2025-05-10,Spa,31694.0
649,2025-05-10,Events,71607.0
650,2025-05-10,Parking,23319.0
651,2025-05-11,Rooms,761146.0
652,2025-05-11,Food & Beverage,223822.0
653,2025-05-11,Spa,66900.0
654,2025-05-11,Events,72074.0
655,2025-05-11,Parking,20102.0
656,2025-05-12,Rooms,620144.0
657,2025-05-12,Food & Beverage,145999.0
658,2025-05-12,Spa,44149.0
659,2025-05-12,Events,90114.0
660,2025-05-12,Parking,8220.0
661,2025-05-13,Rooms,595533.0
662,2025-05-13,Food & Beverage,126641.0
663,2025-05-13,Spa,38264.0
664,2025-05-13,Events,15212.0
665,2025-05-13,Parking,17655.0
666,2025-05-14,Rooms,662209.0
667,2025-05-14,Food & Beverage,144178.0
668,2025-05-14,Spa,52328.0
669,2025-05-14,Events,38662.0
670,2025-05-14,Parking,25630.0
671,2025-05-15,Rooms,606339.0
672,2025-05-15,Food & Beverage,188715.0
673,2025-05-15,Spa,26073.0
674,2025-05-15,Events,80789.0
675,2025-05-15,Parking,13806.0
676,2025-05-16,Rooms,590015.0
677,2025-05-16,Food & Beverage,162396.0
678,2025-05-16,Spa,23698.0
679,2025-05-16,Events,62802.0
680,2025-05-16,Parking,15643.0
681,2025-05-17,Rooms,564272.0
682,2025-05-17,Food & Beverage,151153.0
683,2025-05-17,Spa,36358.0
684,2025-05-17,Events,30665.0
685,2025-05-17,Parking,11029.0
686,2025-05-18,Rooms,494111.0
687,2025-05-18,Food & Beverage,104969.0
688,2025-05-18,Spa,23618.0
689,2025-05-18,Events,27380.0
690,2025-05-18,Parking,12929.0
691,2025-05-19,Rooms,681087.0
692,2025-05-19,Food & Beverage,158527.0
693,2025-05-19,Spa,25620.0
694,2025-05-19,Events,78430.0
695,2025-05-19,Parking,14483.0
696,2025-05-20,Rooms,615417.0
697,2025-05-20,Food & Beverage,180922.0
698,2025-05-20,Spa,33064.0
699,2025-05-20,Events,38581.0
700,2025-05-20,Parking,7799.0
701,2025-05-21,Rooms,697347.0
702,2025-05-21,Food & Beverage,158768.0
703,2025-05-21,Spa,49641.0
704,2025-05-21,Events,115556.0
705,2025-05-21,Parking,26936.0
706,2025-05-22,Rooms,688633.0
707,2025-05-22,Food & Beverage,198769.0
708,2025-05-22,Spa,33410.0
709,2025-05-22,Events,67362.0
710,2025-05-22,Parking,12385.0
711,2025-05-23,Rooms,447670.0
712,2025-05-23,Food & Beverage,111707.0
713,2025-05-23,Spa,21160.0
714,2025-05-23,Events,27486.0
715,2025-05-23,Parking,17337.0
716,2025-05-24,Rooms,493716.0
717,2025-05-24,Food & Beverage,91069.0
718,2025-05-24,Spa,26680.0
719,2025-05-24,Events,46768.0
720,2025-05-24,Parking,12136.0
721,2025-05-25,Rooms,602620.0
722,2025-05-25,Food & Beverage,115047.0
723,2025-05-25,Spa,48185.0
724,2025-05-25,Events,29104.0
725,2025-05-25,Parking,14017.0
726,2025-05-26,Rooms,635204.0
727,2025-05-26,Food & Beverage,199854.0
728,2025-05-26,Spa,23545.0
729,2025-05-26,Events,58398.0
730,2025-05-26,Parking,24781.0
731,2025-05-27,Rooms,578865.0
732,2025-05-27,Food & Beverage,110672.0
733,2025-05-27,Spa,47469.0
734,2025-05-27,Events,87179.0
735,2025-05-27,Parking,19877.0
736,2025-05-28,Rooms,564434.0
737,2025-05-28,Food & Beverage,122877.0
738,2025-05-28,Spa,23832.0
739,2025-05-28,Events,76355.0
740,2025-05-28,Parking,8518.0
741,2025-05-29,Rooms,693555.0
